class,fold,amplitude_envelope,root_mean_square,zero_crossing_rate,mfcc,spectral_centroid,bandwidth
engine_idling,4,5.6579304,2.0991302,1.6749217000851162,2066.554,32553.377445281163,36596.11347361423
engine_idling,4,5.5928516,2.1066337,1.7123471379796988,2048.5625,32871.36218640944,36701.85687981611
engine_idling,4,5.5220156,2.0961554,1.709501037972228,2040.8663,32887.90458727107,36977.62020043064
engine_idling,4,5.5303392,2.0824113,1.7686007918652327,2033.0782,33153.110648133654,37078.83204267535
dog_bark,8,3.29262,1.4153894,1.0995729484419452,2663.681,21961.41867216294,26462.223688062244
dog_bark,8,10.738819,5.891492,1.8237774660318262,3076.1409,32922.745658191554,34467.6477957763
dog_bark,8,11.103576,6.274904,1.6646309181767591,3326.221,30113.4442240979,31731.954318176475
engine_idling,3,3.920271,1.3306762,3.1904749731347555,1486.6575,52838.65362384084,49436.74298703263
engine_idling,3,2.9712133,1.0129144,3.200311979344626,1690.1469,53201.35508443594,49797.4141750489
engine_idling,3,2.7064126,0.9369604,3.4780506163780727,1699.0107,54321.73026645185,49786.405048556735
engine_idling,3,2.7272885,0.93904465,3.330828361237109,1724.0396,53488.71542608301,49694.36916441288
engine_idling,3,2.7205062,0.9331408,3.3194570359364097,1721.8704,53750.17009618099,49689.67830690932
engine_idling,3,2.7032955,0.9356872,3.376555472900196,1706.8538,53982.92525700184,49777.114661407635
engine_idling,3,2.765817,0.9540617,3.3367184298905257,1706.2748,53594.91865748666,49672.79581940802
engine_idling,3,2.8143928,0.9594903,3.3640643370074526,1698.463,53725.87703998829,49646.411263839494
engine_idling,3,2.7686136,0.95279425,3.348600772894623,1700.7123,53783.71894996179,49827.24974064305
engine_idling,3,2.7548664,0.94799024,3.3011822518991445,1711.8986,53611.084458627956,50042.020320024465
engine_idling,3,2.850306,0.9713051,3.301801571221786,1699.8293,53474.657827241695,49966.03566231107
engine_idling,3,2.6950614,0.9290782,3.2642124168988635,1753.8827,53162.874278081894,49824.7467830637
engine_idling,3,2.6783342,0.9297222,3.3859048501180204,1731.382,53858.998191309765,49759.806356440306
engine_idling,3,2.778683,0.96414405,3.3104402868165628,1718.1416,53369.494779538305,49694.486134218096
engine_idling,3,2.9006028,0.9915615,3.2794056386445147,1712.3107,52782.61989747188,49657.63283300019
engine_idling,3,2.8782303,0.9911996,3.342369293647425,1687.5962,53514.93567391487,49906.94385684483
engine_idling,3,2.8660505,0.9881842,3.3000634851995887,1689.9467,53404.64051211667,49919.116407269954
engine_idling,3,2.8777797,0.9750762,3.3888604279314896,1688.1034,53870.39328306152,49846.650223076016
engine_idling,3,2.8098998,0.95387805,3.5298718489168115,1674.0492,54867.35094494421,49864.81719628481
engine_idling,3,3.1658807,1.1222415,3.028150094226517,1650.9594,51134.75967799697,49395.63206656626
engine_idling,3,2.438649,0.8283013,2.7373700115399315,1408.5195,44044.98948975226,41118.033177104066
engine_idling,3,2.7392917,0.9262516,3.200565264367313,1775.1516,52326.56859524125,49185.68684536422
engine_idling,3,2.9272869,0.9964821,3.285773365603206,1694.1085,53022.33411278231,49480.04215140376
engine_idling,3,2.8427052,0.98869276,3.2316570564220246,1708.5266,52592.46729496901,49214.90967136058
engine_idling,3,2.8197331,0.99328995,3.2381864195629313,1703.9161,52515.67148859297,49194.6156382089
engine_idling,3,2.860024,0.998164,3.2075813369963457,1701.9403,52460.23520430132,49235.343703946695
engine_idling,3,2.7898624,0.97259736,3.1971349765228037,1728.9132,52541.08327277549,49286.290268602505
engine_idling,3,2.972014,1.0272487,3.1628590496833815,1702.7365,51696.51546999751,48703.94372457662
engine_idling,3,3.089117,1.0552553,3.146822607519108,1684.6321,51025.42968343498,48139.56122897962
engine_idling,3,3.150972,1.0701258,3.1143654499370683,1683.2827,51367.612682162115,48593.35031511591
engine_idling,3,3.1479516,1.0682822,3.07550401976423,1684.826,51490.959594742955,48974.27113443689
engine_idling,3,2.855677,0.9930315,3.2034518935710317,1712.5453,52460.55366417252,49457.38098334724
engine_idling,3,2.8536494,0.990729,3.1988979826219306,1710.9027,52779.977460139686,49394.69928047987
engine_idling,3,2.7605479,0.9469504,3.2702195549381696,1731.1919,53063.63229132803,49530.271771513864
drilling,4,6.056063,1.9728482,5.192406230111055,1143.0417,71071.35502024497,48675.202493786535
drilling,4,5.126954,1.68495,5.329784325106265,1237.5403,72717.87402745389,49366.15565697953
drilling,4,3.0936327,1.008711,5.457995843524405,2246.2974,75197.12046062369,49869.9855139932
drilling,4,2.2415814,0.7373332,5.495911205435123,2525.057,75567.20518201172,50078.262468608154
drilling,4,6.1679473,1.9800668,5.321727323695162,1081.1727,71081.1086520555,48549.36440740598
drilling,4,7.591158,2.4901857,5.409538547769549,875.5015,71780.58848007293,48164.66065591277
drilling,4,7.6937227,2.5136826,5.360018054874814,910.8799,70925.89341833886,47903.5207311
drilling,4,7.1926627,2.3578122,5.250643372850361,958.4921,70231.06232322226,47576.68191921014
drilling,4,5.4819183,1.7933793,5.113794870713561,1242.735,70076.63406782477,48412.76188885393
drilling,4,7.516969,2.503141,5.376494089105423,890.6838,70538.503966833,47904.335059159625
drilling,4,6.17037,2.017413,5.535166932218874,943.8168,72262.35290802595,48433.79260849915
drilling,4,6.353595,2.0301375,5.480351463797559,946.61426,72009.19498132216,48485.873621891784
drilling,4,6.2505565,2.0175145,5.492938971082699,947.2484,71787.36036590488,48363.55300545203
drilling,4,4.538453,1.4715241,5.499134342387445,1468.8116,73532.94946320297,49224.058857101874
drilling,4,2.2513041,0.73517257,5.405009044600832,2536.413,74947.61210795525,50091.659139946925
drilling,4,7.048857,2.3469746,5.390849675458282,898.6704,71397.86080889031,47861.31538862117
drilling,4,6.7666826,2.2349634,5.426700083061888,911.68646,71979.4011995545,48057.73533830478
drilling,4,6.601305,2.1734703,5.468948447850294,916.5546,72099.19767729519,48029.87351869803
drilling,4,6.4256077,2.1114807,5.494522835421184,921.9077,72216.83690033354,48309.73910417804
drilling,4,6.4660435,2.132215,5.484801012322634,926.0481,71824.16491893577,48495.016370020974
dog_bark,10,1.9575897,0.8059586,2.033990976679319,3149.7273,37384.2553912972,39450.285878384595
dog_bark,10,1.9945503,0.8249544,2.3568481657432216,2826.201,42596.37050411929,43285.15112656308
dog_bark,10,1.9124236,0.970835,0.6899343221615261,2939.82,16331.08441921086,23688.035872309836
dog_bark,10,1.1773399,0.46432257,1.0685325356699047,4365.9688,21404.141401927376,28927.35281671232
children_playing,10,0.6196981,0.223665,1.970817328207287,4848.9873,35729.46918361819,37491.17945942852
children_playing,10,0.79519355,0.29512346,2.2395659216861925,4493.052,38765.31483169588,37290.870959592336
children_playing,10,0.71326625,0.3015607,1.3833489535878423,5343.3716,26506.620163029136,31580.406386896302
children_playing,10,0.9226188,0.33354637,1.9374793266916222,4560.0273,35696.87495824978,36421.01673070777
children_playing,10,0.37337792,0.1355689,1.5432196690754962,5170.9326,32741.840967742,38438.95067450374
children_playing,10,0.28322375,0.10705636,1.4262788087307388,5383.734,33910.06007195954,40713.74183809532
children_playing,10,0.40050772,0.14449023,1.210516875031624,5435.5796,29756.344081587256,38396.13305360003
children_playing,10,1.4071343,0.7072964,1.5848041863530116,5027.307,29820.114522377487,34183.61371920213
dog_bark,3,1.5047537,0.6687369,0.7490024290160046,1184.9663,5971.360572249452,5063.287977389888
gun_shot,8,4.387859,2.1186337,1.3027109490022684,2145.433,25003.066253522986,23397.114082583576
gun_shot,8,3.1832454,1.4786456,1.7052291331326634,2640.3467,26660.86027985953,25557.789223739946
gun_shot,8,3.1850462,1.4281287,1.1645015426238978,2048.7136,20103.28756759393,19880.345768270323
gun_shot,8,2.5968852,1.1894144,1.7903765387858404,2608.523,24910.010433003077,22829.564675351714
gun_shot,8,3.0923018,1.4375628,1.0531691182570777,2042.7946,19113.211314327975,20010.014968966294
gun_shot,8,2.984799,1.4231992,1.0522323855328073,1599.2648,20508.950015642495,18657.700904036967
car_horn,7,0.043152787,0.015679417,1.4760146966631549,2920.2197,21866.54927895847,21414.330526683265
street_music,9,0.87115216,0.31222677,2.7648317740451285,3564.6758,43000.45317994616,41366.52137288854
street_music,9,1.2055709,0.43636075,2.998121309132995,3157.6187,46573.867312155824,41597.5275262155
street_music,9,1.1230211,0.40285617,3.043902546469309,3254.9543,47446.35986798666,42412.88676536983
street_music,9,1.0305338,0.37263086,2.974889570478704,3358.5264,47278.14720372175,43443.380597000876
street_music,9,1.0911826,0.39233246,3.07404564414949,3270.6843,47235.742962723656,43585.43980749127
street_music,9,1.0968555,0.39441952,2.7664938386303497,3272.379,44496.85613887713,42882.4865773342
street_music,9,0.8956996,0.31813788,2.261066771043092,3583.6643,40169.32649092485,40915.35051846579
street_music,9,4.747008,2.0741959,0.6448507730717628,4602.651,12564.76347627176,19269.187054004884
street_music,9,4.9596167,2.0536377,1.176400765983698,4363.1284,17055.83346984318,21056.7719141432
street_music,9,6.1235313,2.6020865,1.0441238921451983,4424.629,15022.134555823952,18808.36921797794
street_music,9,9.69732,4.672362,1.3326897657439822,3846.9473,16862.13028112521,17782.784120170632
street_music,9,5.050746,2.0590558,0.8500156176759158,4424.2217,14025.918945085203,18608.05176155075
street_music,9,7.0957813,3.0513563,1.1533645505116554,4066.802,15852.165498864953,17656.20020136398
street_music,9,5.172784,2.132749,1.1932091251567858,4315.844,16640.308049348212,20093.4504046895
car_horn,2,3.4482481,1.4698236,1.5752555518743419,1272.1124,29027.77012574765,31830.30988512155
gun_shot,2,5.497415,2.166211,0.7791598015413082,1187.0938,14537.023635151783,15373.965345549628
gun_shot,2,5.466817,2.0713964,0.8107233429889554,1154.3223,15504.512553988674,16649.80702213096
gun_shot,2,5.6216464,2.0744028,0.7754201427001224,1145.9486,14103.695419208278,15133.072470337172
gun_shot,2,5.4304485,2.068544,0.758288047472366,1094.3035,14239.152662207749,15114.832289723336
gun_shot,5,6.9833546,2.8922653,0.652118575471217,1380.1997,14417.71795359631,17213.589987499865
gun_shot,5,6.1700406,2.573662,0.6369942847074846,1283.331,13864.587159337023,16030.674594546765
gun_shot,5,5.6907716,2.2748075,0.8833006462911036,1221.4468,15924.870208958775,16972.28120090487
gun_shot,5,6.317155,2.4061658,0.8721222557668772,1287.9373,15681.352122838247,16502.422570839586
gun_shot,5,6.2253437,2.3110511,0.8024278041415159,1282.0491,14634.280759586765,15444.793862292472
gun_shot,5,6.0657244,2.3120987,0.9185981054019472,1108.99,17029.446526512293,18127.315068176096
gun_shot,5,5.802728,2.2315135,0.7781187248742958,1222.9375,14654.063423479909,15557.258601240335
gun_shot,8,5.5547276,2.0450578,0.7885909985153604,1078.6892,15198.961118426301,15974.963136351325
gun_shot,8,5.0439415,1.8436693,0.7393835809875577,963.6768,13852.693037424506,14567.705341524279
gun_shot,8,5.1653013,1.8935088,0.8692459556961658,1022.66797,15702.296567104613,16073.16323224625
gun_shot,8,5.8942657,2.298959,0.8425736881257775,1269.9034,15482.014914665651,16327.12852273709
gun_shot,9,5.972073,2.255543,0.949634602194732,1140.4436,17503.36906048919,18416.589915007913
gun_shot,9,6.2044263,2.3321943,1.0468422044769778,1208.88,18779.618735032196,19845.2439228338
gun_shot,9,5.573936,2.0497105,0.9048493182946867,959.30676,16120.83919163072,16756.623190121318
gun_shot,9,5.8756876,2.2525108,0.7368900168767767,1162.6343,14376.587349086447,15446.625026410054
gun_shot,9,5.752487,2.197224,0.7735731217899569,1193.195,14018.482937631388,14802.413698662169
gun_shot,9,4.3568726,1.716574,0.5968962181274428,703.7169,12012.254456709345,12775.419517221359
engine_idling,1,2.9368305,1.6393864,0.5689061212578816,3493.656,30798.161623949552,49914.74617521859
engine_idling,1,3.1387,1.7001246,0.5467703582922462,3419.7173,30164.324977990633,49151.08479571591
engine_idling,1,3.855962,2.0856416,0.5625915452850068,3093.8594,30699.397264375406,49080.43278992579
engine_idling,1,3.8692899,2.1115153,0.5467703582922462,3076.4436,30555.703949144143,49079.5326996681
engine_idling,1,3.9383266,2.1501083,0.5545636965711761,3038.5159,30673.341302073557,49197.28372871286
engine_idling,1,3.9374716,2.1721873,0.5594569652325956,3045.3452,30335.90982563614,49013.97814641171
engine_idling,1,3.6234646,1.9583712,0.5833569476479564,3177.1775,30319.717516013636,48968.78737146981
engine_idling,1,3.8893983,2.1204906,0.6062557888737795,3030.5146,30895.39608198542,49281.39740888533
engine_idling,1,3.8859308,2.107983,0.5713783650821794,3039.1394,30649.37280012609,49062.00551612017
engine_idling,1,3.8160703,2.0933533,0.5470493583656608,3041.272,31074.80104788959,49186.190823873425
engine_idling,1,3.8456101,2.0947735,0.595126513967369,3057.5312,30810.241737562876,49138.75130578863
engine_idling,1,3.8377728,2.071066,0.6011152710518981,3082.72,30764.408740174284,49114.27048513841
engine_idling,1,3.8334992,2.0846252,0.6062306194550419,3065.1804,31314.368270700725,49519.85252415261
engine_idling,1,3.8800821,2.1134558,0.598912334057931,3061.1267,30917.58378919758,49365.309940200015
drilling,10,3.0117753,0.95504576,6.7439007930495345,1584.956,73625.69135959624,35932.16325720618
drilling,9,4.794001,1.5312952,4.122633746622305,720.15643,46480.71851552159,26182.803845850813
dog_bark,8,7.5060863,3.5407655,1.7599271134976637,4475.0864,32047.65735483324,36598.852706072634
air_conditioner,2,4.6899614,2.7297168,0.5957767628666588,2957.8972,29235.46461977861,47674.22177835235
air_conditioner,2,4.75476,2.8539488,0.6432545357050179,3003.9028,27311.004276728487,45773.29024127779
air_conditioner,2,4.665156,2.60004,0.5879749731849111,3020.954,27486.33841015654,46116.26205866855
air_conditioner,2,4.4453125,2.5967162,0.606633204840325,3012.989,27719.571585741538,46263.809048905605
air_conditioner,2,4.558054,2.6399198,0.5856574851749154,3028.6199,27245.38954204887,46036.8890217547
air_conditioner,2,4.726285,2.677877,0.63896447808,3042.0803,27608.89007244058,46409.82007579457
air_conditioner,2,4.9821987,2.8084457,0.6626536065291532,2965.5647,30627.52467252946,50027.31116006348
air_conditioner,2,5.0312614,2.8810952,0.7566008959626498,2968.581,30746.08572603689,49968.82387937958
air_conditioner,2,4.2766733,2.4562027,0.7825404381586396,2945.6973,32581.417060107276,50857.514788222084
air_conditioner,2,4.980008,2.8731163,0.7066561720926526,2942.7856,31309.893693328057,50438.793073831665
air_conditioner,2,5.0083566,2.9661918,0.7450781495753378,2934.0122,30666.846535606463,49818.21079341655
air_conditioner,2,4.877857,2.7483027,0.7677445947027648,2937.4033,30119.432250613347,48098.369500942936
air_conditioner,2,4.4952826,2.582778,0.7071094785797074,2946.5688,31453.036198605263,49508.97410902487
air_conditioner,2,4.4492197,2.4947612,0.7142778668653748,2919.8884,31395.544016060554,49461.85891291852
air_conditioner,2,4.364921,2.4586926,0.7384026644541899,2978.576,30046.718846836804,48675.89341436888
air_conditioner,2,4.2066064,2.3111033,0.8054266932521699,3057.269,30391.016524196057,48004.1479507022
air_conditioner,2,4.4383087,2.4639552,0.6310800455772478,3064.5835,28786.072640282397,47371.45399621667
air_conditioner,2,4.2092934,2.3510704,0.7146809710499219,3052.855,29653.24009958516,47725.17707086106
air_conditioner,2,4.249069,2.3657205,0.7325312418345526,2957.6763,30185.722120563976,47947.50521565189
air_conditioner,2,4.8065076,2.7382805,0.7790814630225716,2865.5833,32625.94782230253,50660.92194067239
air_conditioner,2,4.4873857,2.5880976,0.9097013851299898,2885.1885,35780.276616985706,52908.126612446365
air_conditioner,2,4.672558,2.7071095,0.7160008139152803,2879.498,31802.277523737594,49966.55932857358
air_conditioner,2,4.9236503,2.870597,0.6867838510808686,2898.3296,30587.64800602289,49192.026931572575
air_conditioner,2,4.9644227,2.8709562,0.7402317983134573,2896.1594,31384.395261820187,49726.843986698914
air_conditioner,2,4.6563897,2.6169257,0.7560031961040451,2896.07,32115.401019826437,50085.572012618395
air_conditioner,4,1.5977833,0.65080684,1.1444179231436826,3523.4033,31125.36194809099,44665.39535575704
air_conditioner,4,1.9841977,0.84557986,1.230540052497594,3220.2854,31254.676227438882,43739.41921822414
air_conditioner,4,2.130945,0.90264934,0.8500447878538059,3318.9883,24239.108421605477,37942.8898403577
air_conditioner,4,1.9609811,0.8072531,1.6753054212275835,2876.525,43316.63248096039,57162.0669352162
air_conditioner,4,1.9304086,0.7904083,1.6984889776295007,2880.8984,43209.29674233766,56974.34861166969
air_conditioner,4,2.0647695,0.85042346,1.5739267234565104,2891.9453,41567.47059863791,56201.30093410503
air_conditioner,4,2.1942623,0.9134995,1.3360988229533268,3046.0498,36974.578331728386,51286.343025896
air_conditioner,4,2.068679,0.85452133,0.85847564801363,3324.608,24688.133076651622,38475.97702361103
air_conditioner,4,2.0702624,0.8507953,1.5941987247437532,2892.557,42489.96586036266,56931.89240768751
air_conditioner,4,2.2578728,0.95073766,1.3277817226406288,2936.3374,39629.69294821287,55779.99202662029
air_conditioner,4,2.1792204,0.8873663,1.6207654505670934,3000.8665,38819.06637870463,49326.4773397634
air_conditioner,4,2.0688856,0.830601,1.4544487942743174,3058.2185,38679.01853962801,51874.54277316825
air_conditioner,4,1.96141,0.8190248,0.8446559986784653,3390.0398,24088.27330923427,37735.84717643795
air_conditioner,4,1.9426554,0.8097011,0.833101113070682,3428.6504,23793.02749884194,37074.57706815786
air_conditioner,4,2.2630997,0.9338624,1.4395286509189062,2906.9883,41853.53311310454,56481.2632256489
air_conditioner,4,1.8859367,0.8024649,0.8240729469675777,3441.4697,23769.846373052755,37080.88624717317
air_conditioner,4,2.0000317,0.8142845,1.3553505441974227,3025.4578,38921.49733807962,54544.05905531755
air_conditioner,4,2.1730149,0.96156114,0.65474564833504,3469.3516,21362.208860368544,35325.535435300684
air_conditioner,4,2.0332289,0.8595411,1.291250510497237,2994.7961,38865.380242590385,54865.37984584735
air_conditioner,4,1.8097103,0.75769126,0.854306341397026,3448.6958,24261.656095778355,37330.453605028175
air_conditioner,4,1.7587295,0.71097875,1.4997965356799234,3285.4844,35860.08577657544,46120.15752912598
air_conditioner,4,1.9203706,0.7764236,1.6405936101907834,3055.3628,41452.19238771941,53740.10418373315
air_conditioner,4,2.0819995,0.8428429,1.3919835687303332,2994.685,39523.70123891936,55239.20919643558
air_conditioner,4,2.3841758,1.0101173,1.369775730905799,2829.8926,40816.41124576101,56564.53645232508
air_conditioner,3,0.95067185,0.39714253,1.9684360798831995,4086.7139,61270.7814990484,65103.95441993517
air_conditioner,3,0.9697762,0.4048704,1.827686746347261,4163.377,60045.795582939754,65326.37858418079
air_conditioner,3,0.96406275,0.39545625,1.914035594517531,4135.732,60645.40697178313,65184.76661705441
air_conditioner,3,0.95274085,0.36494058,2.069090514956277,4085.2454,61838.7088965589,64918.47653425956
air_conditioner,3,0.9422453,0.3855656,1.9842337009855853,4080.2544,61428.33538018526,64418.996034194206
air_conditioner,3,0.96194255,0.3984844,1.9987302564226752,3957.554,61039.1841631649,65150.91184926996
air_conditioner,3,0.9314152,0.3767548,2.150278862899513,4012.3657,63330.49727233247,64626.24781346089
air_conditioner,3,0.93014663,0.3896536,1.9728428516322145,4073.4294,60748.30169262404,64641.020421321475
air_conditioner,3,0.89490247,0.37793708,2.0349566165882957,4046.9758,60376.34274843698,64083.88340751213
air_conditioner,3,0.9172201,0.37190554,2.1152812639078173,4043.8718,63050.60087299003,65244.625115905415
air_conditioner,3,0.8835796,0.3536862,2.123860670846824,4167.9014,64320.39760929755,65925.54023082818
air_conditioner,3,0.93744856,0.38004684,2.0066427541598593,4127.246,62740.611893074456,65596.48766590428
air_conditioner,3,1.0008603,0.36436012,2.2790173618246192,4202.855,66479.1078948794,66619.96406321527
air_conditioner,3,0.97068936,0.40016225,1.923996661399435,4324.8735,63461.308242400344,65995.78422495109
air_conditioner,3,0.8625869,0.37475234,1.9306727068123375,4249.505,62221.92534656798,65377.124900497634
air_conditioner,3,0.89786685,0.37276548,2.1610814022494473,4228.6313,64533.43283150687,66289.65565037607
air_conditioner,3,0.880685,0.38659096,2.0699347385309865,4320.358,64184.21288790483,66977.44250409867
air_conditioner,3,0.8370814,0.36577928,1.95672032366632,4306.754,63343.75796335028,66303.08394112569
air_conditioner,3,0.8067713,0.37795177,1.8393253316858467,4319.6987,62434.928479836984,66021.1847112721
air_conditioner,3,0.97330225,0.35714015,2.2407570772068834,4202.9067,67437.38680576498,65527.69540140835
air_conditioner,3,0.89329535,0.34696755,2.3750248957885125,4227.735,67716.03081613978,66562.6864386915
air_conditioner,3,0.96730393,0.36289045,2.2890100049974698,4193.4897,66363.39679999721,65518.23805354242
air_conditioner,3,0.9178106,0.36308628,2.2742553498321674,4263.152,63921.01798111124,64919.60364449535
air_conditioner,3,0.90990996,0.3784551,2.15545551203347,3990.4834,62743.75676779736,64627.03549239688
air_conditioner,7,5.9565196,2.6988337,0.5819788147521459,2842.056,19091.942425660425,34475.20075441991
air_conditioner,7,6.247032,2.8164666,0.5659683112989023,2767.6885,18965.46225876489,34303.206666543825
air_conditioner,7,5.8536286,2.6804798,0.5231641368742014,2756.5664,19395.26182895146,35185.675451530384
air_conditioner,7,5.922419,2.753631,0.5397308187323132,2748.7944,19508.606975868654,35471.096212120436
air_conditioner,7,5.929689,2.7424145,0.5385385814507049,2746.1384,19531.275540380175,35651.75404775046
air_conditioner,7,5.890166,2.7027624,0.5546634292752594,2747.729,19476.209352485548,35434.773774292946
air_conditioner,7,6.0723596,2.7576578,0.5707270539559058,2762.354,19066.06053609124,34628.59590791528
air_conditioner,7,6.130361,2.7771673,0.5444000918083478,2793.6404,18734.177227867753,33705.238507084985
air_conditioner,7,5.8293843,2.627835,0.5447153226363691,2814.422,18832.13403515599,33361.71875370909
air_conditioner,7,5.685345,2.5682268,0.5770154047716144,2799.7085,19028.18526826905,33840.4597316367
air_conditioner,7,5.975349,2.7445304,0.5505180000321288,2790.1355,18611.70230722837,33831.21331036604
air_conditioner,7,6.2258577,2.8611667,0.5151957256637398,2784.6985,18480.623834809143,33761.38639679494
air_conditioner,7,6.1028266,2.7941759,0.5741755670412225,2784.9983,18739.917224150406,33796.29690184748
air_conditioner,7,5.999989,2.7872546,0.537443078154198,2778.0325,18822.56351372112,33932.712395825496
air_conditioner,7,5.878845,2.6905873,0.554948772093819,2780.4875,18826.761819029965,33949.834423501045
air_conditioner,7,6.0513835,2.8139703,0.5481674181402493,2778.5283,18559.815609967016,33722.59233830542
air_conditioner,7,6.1624413,2.8044345,0.5320105998195078,2758.974,18820.938127972142,34234.03559830508
air_conditioner,7,6.0313263,2.6861303,0.5881209318403401,2756.6882,19065.47359019476,34437.80749337293
air_conditioner,7,5.954079,2.6671023,0.5786789997620658,2742.1472,19244.594604345806,34584.142578667714
air_conditioner,7,5.822156,2.631448,0.5529586283158138,2738.3796,19506.989965914996,34938.41591229515
air_conditioner,7,5.970601,2.7277625,0.559903403534094,2814.8247,18417.78377625632,33032.58189596041
air_conditioner,7,5.7566786,2.6834931,0.5582658565607989,2745.9387,19281.469581905025,34733.964450832376
air_conditioner,7,5.9918494,2.7228267,0.5831967148425349,2753.2354,19095.461473991374,34317.30882136252
air_conditioner,7,5.996116,2.7622037,0.5816280325198319,2754.9194,19027.83021887183,34431.56215395754
air_conditioner,7,6.1386,2.8591347,0.5450863607035128,2749.3062,19057.200078920014,34610.73804235854
air_conditioner,7,6.2230144,2.855618,0.5277884409758652,2735.7095,19108.384566271263,34813.87222389111
air_conditioner,7,6.106297,2.7863424,0.540655904779599,2720.4795,19313.20123899981,34891.380838754805
air_conditioner,7,5.813892,2.6427689,0.5482822296229493,2775.1978,19190.237610123368,34724.116579680864
air_conditioner,7,5.7791348,2.6645825,0.5522476047862838,2760.15,19480.473688837024,34999.656826030485
air_conditioner,7,5.866402,2.7166982,0.5482091705523854,2760.5461,19378.15343008753,34902.09632874046
air_conditioner,7,5.9254284,2.71173,0.5507951017761732,2767.8662,19250.937123973246,34937.25123136441
air_conditioner,7,5.8553905,2.6305175,0.530214984404911,2759.7878,19562.613421410522,35248.57601419967
drilling,8,4.286056,1.5854067,9.499615109326367,2467.89,109392.96555587543,45775.084138036524
gun_shot,7,3.9596243,2.1259105,1.3673353714675878,2516.888,22006.516304499673,21812.595148806457
street_music,10,1.6405551,0.6696423,1.312681639681992,4171.766,24435.39424715744,34973.00209169439
street_music,10,2.9767966,1.267267,1.0768274432467335,3292.2935,22500.62188147235,31949.16723567011
street_music,10,3.8533008,1.7561613,0.8243807231250354,3505.3042,18695.498635446544,26644.902682512948
street_music,10,3.6893237,1.710985,0.7188587935665047,3460.911,19156.81999691748,29787.954428449993
street_music,10,2.883799,1.1817479,1.017780540088679,3166.4592,24938.041898375912,35625.18413074062
street_music,10,2.767719,1.2273874,0.91823259173768,3611.8076,19942.647691109876,28918.342610560296
dog_bark,2,3.2078135,1.7855368,0.2791260950773413,1150.8191,8204.325350511794,10792.00369815201
dog_bark,2,3.169142,1.5463879,0.4753281915144919,1408.0386,10709.959646008374,13943.529575695822
dog_bark,2,3.2630098,1.899574,0.43456043703666813,1159.7671,8628.637007213863,11787.007458632748
jackhammer,7,6.3495264,1.8042259,2.9298815039931916,676.6582,40501.98374986287,31147.02350044645
jackhammer,7,7.8545895,2.160489,3.172224354413844,756.49365,45991.75293676515,36719.05052112198
jackhammer,7,6.6188674,1.8075378,2.589672882749564,724.7032,37852.950678342255,30014.67403138523
jackhammer,7,6.5822096,1.7712744,2.402945491202704,608.0474,36395.74074852277,29239.12061532041
jackhammer,7,7.3999653,2.0222044,2.654171837562622,839.5526,40406.125005565,32395.944851953333
jackhammer,7,9.56151,2.628728,3.002092267635763,1007.97833,48026.86364670441,40076.791534483236
jackhammer,7,9.176162,2.6355467,2.8512400823719175,975.6467,47762.613661367956,41202.817454803
jackhammer,7,9.137177,2.5495553,2.9602629766406126,876.0193,46413.21161864322,38666.364480959994
jackhammer,7,8.623915,2.293126,2.9547992784002717,888.12476,44220.08872616515,35910.291140086585
jackhammer,7,12.510509,3.2445333,3.9981546913894284,1222.7946,64408.678575574624,54663.85418759252
drilling,1,1.9562392,0.62284654,3.8335555191885735,1804.2207,48092.26927569522,39255.80120077306
drilling,1,3.4325266,1.1017209,5.461623076489137,2470.3235,66638.9679785709,53016.781038077286
drilling,1,0.15716805,0.060946867,1.2680204351565512,2274.2192,21205.226564670975,22577.724040301688
drilling,1,1.4026792,0.42643195,3.2786709777174887,1524.4779,40282.11688711843,32061.000845389048
drilling,1,4.360988,1.3985566,6.060708951365679,1457.0402,76971.12660277438,60913.04456627618
drilling,1,4.3119483,1.3636893,6.087943886116071,1420.0492,76913.0266709637,60381.09877118204
drilling,1,3.6937046,1.1822889,5.654340727377445,2477.393,72838.25845583387,58847.96588343157
drilling,1,1.3806825,0.4082622,2.9234699649119347,1693.5392,37268.88520663471,29865.660845070997
drilling,1,4.4550047,1.4248424,5.7694162035753775,1410.8403,74531.31990977308,58627.069571518
drilling,1,1.3175831,0.43106273,4.091561467721172,1638.4176,45293.43386065949,33320.682776555375
drilling,1,0.37292007,0.13032068,1.9052791937541185,2187.5168,24444.336068968776,22464.979277606264
street_music,2,5.0843973,1.7642615,3.585656115559987,1382.0609,60465.108656218865,56365.468947878784
street_music,2,4.9013295,1.6985835,3.5436179376985475,1433.405,58487.04328631178,54597.02835232922
street_music,2,4.4861608,1.6032205,3.473458608270601,1497.7736,58907.42183326866,56338.327257312274
air_conditioner,2,1.7051765,0.954687,0.30094607902491227,4579.1675,15133.511708807999,30982.270688469824
air_conditioner,2,1.1535093,0.61412555,0.4333165287769763,4632.288,17984.132049624855,33394.02788594996
air_conditioner,2,1.2748523,0.67424554,0.4031062631910203,4612.471,17224.585057798304,32718.172340745215
air_conditioner,2,1.4309824,0.7607573,0.36678730685071,4691.89,16234.087457171485,31925.00294836043
air_conditioner,2,1.3195107,0.7042591,0.3996372485391244,4709.1387,16839.909746877867,32648.530240320066
